Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,2011,CH4,19091303,6363768
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,2011,N2O,0,0
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2011,N2O,7671,7700
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2011,N2O,200,201
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2011,N2O,1529,1535
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,2011,N2O,14425,14479
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2011,CO2,346,346
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,2011,CO2,881489,881489
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2011,CO2,9812,9812
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2011,CO2,122649,122649
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,2011,CO2,3575724,3575724
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2011,CO2,505990,505990
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2011,CH4,2168,723
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,2011,CH4,608218,202739
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2011,CH4,8789,2930
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2011,CH4,71525,23842
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,2011,CH4,14112419,4704140
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2011,CH4,416300,138767
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2011,N2O,3,3
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,2011,N2O,4285,4302
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2011,N2O,46,46
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2011,N2O,534,536
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,2011,N2O,10663,10703
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2011,N2O,2281,2289
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2011,CO2,64802,64802
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2011,CO2,161917,161917
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2011,CO2,9554,9554
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2011,CO2,5581,5581
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,2011,CO2,895278,895278
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2011,CO2,138412,138412
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2011,CO2,88792,88792
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2011,CO2,221,221
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2011,CH4,405884,135295
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2011,CH4,111721,37240
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2011,CH4,8558,2853
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2011,CH4,3255,1085
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,2011,CH4,3533421,1177807
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2011,CH4,111261,37087
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2011,CH4,73053,24351
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2011,CH4,154,51
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2011,N2O,495,497
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2011,N2O,787,790
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2011,N2O,45,45
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2011,N2O,24,24
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,2011,N2O,2670,2680
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2011,N2O,659,661
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2011,N2O,400,402
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2011,N2O,1,1
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,2011,CO2,344747,344747
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2011,CO2,15716,15716
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2011,CO2,384,384
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2011,CO2,13699,13699
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2011,CO2,61826,61826
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2011,CO2,89205,89205
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2011,CO2,18635,18635
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2011,CO2,10767,10767
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,2011,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2011,CO2,2370,2370
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2011,CO2,3046,3046
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,2011,CH4,354917,118306
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2011,CH4,108896,36299
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2011,CH4,530,177
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2011,CH4,25332,8444
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2011,CH4,34985,11662
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2011,CH4,50478,16826
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2011,CH4,15332,5111
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2011,CH4,134318,44773
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,2011,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2011,CH4,4316,1439
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2011,CH4,3811,1270
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,2011,N2O,964,968
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2011,N2O,389,391
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2011,N2O,4,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2011,N2O,232,233
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2011,N2O,185,186
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2011,N2O,186,187
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2011,N2O,93,93
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2011,N2O,146,146
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2011,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2011,N2O,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2011,CO2,15157578,15157578
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,2011,CO2,2629066,2629066
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2011,CO2,59042,59042
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2011,CH4,8226651,2742217
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,2011,CH4,1814027,604676
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2011,CH4,233022,77674
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2011,N2O,68713,68973
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,2011,N2O,12781,12830
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2011,N2O,176,177
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,2011,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2011,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,CO2,2234,2234
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,2011,CO2,909986,909986
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,CH4,2001,667
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,2011,CH4,815106,271702
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,N2O,11,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,2011,N2O,4289,4305
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2011,CO2,82581,82581
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2011,CH4,56980,18993
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2011,N2O,401,403
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2011,CO2,27952,27952
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2011,CO2,8323,8323
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2011,CH4,19287,6429
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2011,CH4,6847,2282
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2011,N2O,136,136
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2011,N2O,38,38
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2011,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2011,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,CO2,8702,8702
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2011,CO2,316433,316433
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,CH4,6004,2001
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2011,CH4,260343,86781
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,N2O,42,42
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2011,N2O,1426,1432
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2011,CO2,1473791,1473791
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2011,CH4,1320126,440042
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2011,N2O,6947,6973
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2011,CO2,74372,74372
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2011,CH4,51316,17105
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2011,N2O,362,363
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,CO2,84296,84296
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,CH4,45751,15250
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,N2O,382,384
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2011,CO2,4019,4019
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2011,CH4,2181,727
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2011,N2O,18,18
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2011,CO2,61043,61043
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2011,CH4,33130,11043
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2011,N2O,277,278
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CO2,12051,12051
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CH4,6541,2180
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,N2O,55,55
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,CO2,5725,5725
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,CH4,3107,1036
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,N2O,26,26
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,CO2,274171,274171
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,CH4,148804,49601
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,N2O,1243,1248
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2011,CO2,124221,124221
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2011,CH4,67420,22473
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2011,N2O,563,565
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,CO2,120257,120257
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,CH4,65269,21756
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,N2O,545,547
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,Biogenic CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2011,CO2,230308,230308
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2011,CH4,908962,302987
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2011,N2O,687,689
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2011,CO2,177102,177102
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2011,CO2,14315,14315
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2011,CO2,300343,300343
